url,extracted_text,face_count,dominant_colors,detected_objects,error
http://img.youtube.com/vi/pqX9gChIpLI/maxresdefault.jpg,~ SOLOFF,1,"rgb(77,48,31); rgb(214,176,121); rgb(102,99,151); rgb(170,158,147)",,
